@relation 'marketing-18204307-weka.filters.unsupervised.attribute.Remove-R5,10'

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
34,management,married,secondary,0,no,no,email,feb,270,1,-1,0,unknown,yes
34,education,married,secondary,645,yes,no,unknown,may,420,1,-1,0,unknown,yes
45,education,married,secondary,204,yes,no,email,jun,224,2,-1,0,unknown,no
32,management,single,tertiary,311,no,no,unknown,may,757,2,-1,0,unknown,no
60,retail,married,primary,517,no,no,unknown,jun,1178,3,-1,0,unknown,yes
40,tech,married,secondary,-839,yes,yes,email,jul,1018,2,-1,0,unknown,no
49,entrepreneur,divorced,unknown,-701,yes,no,email,jul,988,2,-1,0,unknown,no
37,construction,single,secondary,2442,no,no,email,feb,91,3,-1,0,unknown,no
29,management,single,tertiary,572,no,no,email,dec,314,1,195,1,success,no
27,student,single,tertiary,118,no,no,email,may,112,1,-1,0,unknown,yes
60,tech,married,primary,1472,no,no,unknown,jun,36,4,-1,0,unknown,yes
56,education,divorced,primary,0,no,yes,email,jul,542,1,-1,0,unknown,yes
69,retired,married,secondary,745,no,no,phone,sep,595,1,-1,0,unknown,yes
45,management,divorced,tertiary,220,yes,no,unknown,jun,89,4,-1,0,unknown,yes
49,tech,married,secondary,2039,yes,no,email,may,451,1,169,2,failure,no
37,student,married,unknown,0,no,no,unknown,jun,115,1,-1,0,unknown,yes
58,retired,married,primary,5092,no,no,unknown,jun,199,6,-1,0,unknown,yes
32,services,married,secondary,1464,yes,no,unknown,jun,193,1,-1,0,unknown,yes
57,retired,married,tertiary,0,yes,yes,unknown,may,648,1,-1,0,unknown,no
30,unknown,single,tertiary,6836,no,no,email,feb,30,3,-1,0,unknown,yes
31,retail,married,unknown,-6,no,yes,phone,jul,94,2,-1,0,unknown,yes
42,management,married,tertiary,2187,yes,no,email,nov,525,3,-1,0,unknown,no
39,services,married,secondary,9374,yes,no,unknown,may,273,1,-1,0,unknown,yes
59,retired,divorced,secondary,1026,no,no,unknown,nov,669,1,-1,0,unknown,no
73,retired,married,unknown,519,no,no,phone,oct,434,1,57,1,failure,no
27,education,married,secondary,897,no,no,email,jun,397,1,-1,0,unknown,no
44,construction,married,secondary,2776,yes,no,email,jan,701,1,-1,0,unknown,no
54,tech,married,primary,781,yes,no,unknown,may,103,2,-1,0,unknown,yes
40,tech,married,primary,-335,yes,no,unknown,may,260,1,-1,0,unknown,yes
30,education,single,tertiary,261,no,no,email,oct,233,1,137,20,failure,yes
30,construction,single,tertiary,699,yes,no,email,aug,213,4,-1,0,unknown,yes
68,retired,divorced,secondary,4189,no,no,phone,jul,897,2,-1,0,unknown,no
59,construction,married,secondary,2308,no,no,email,apr,815,1,87,1,other,no
47,construction,married,secondary,826,yes,no,phone,nov,195,3,112,8,other,yes
55,tech,married,primary,2275,no,no,email,aug,139,9,-1,0,unknown,yes
33,tech,single,secondary,22,no,no,email,jan,76,2,207,1,failure,yes
32,construction,single,tertiary,1625,no,no,email,may,796,1,109,1,failure,no
30,tech,single,secondary,315,no,no,email,jun,1407,1,-1,0,unknown,no
41,tech,married,secondary,552,yes,no,email,may,463,1,-1,0,unknown,yes
37,services,single,tertiary,223,yes,no,unknown,may,25,1,-1,0,unknown,yes
36,tech,married,primary,973,yes,yes,unknown,may,293,1,-1,0,unknown,yes
58,education,married,secondary,3496,yes,no,unknown,jun,111,4,-1,0,unknown,yes
78,retired,divorced,primary,229,no,no,phone,oct,97,1,-1,0,unknown,no
46,entrepreneur,single,tertiary,1410,yes,no,email,nov,93,1,189,8,failure,yes
27,student,single,secondary,213,no,no,email,mar,378,1,-1,0,unknown,no
47,unemployed,married,primary,168,yes,no,phone,jan,66,1,241,1,other,yes
63,retired,divorced,secondary,1490,no,no,email,jun,506,1,-1,0,unknown,no
40,tech,married,secondary,1451,no,no,email,jun,314,1,-1,0,unknown,no
42,services,divorced,secondary,257,yes,no,email,may,955,2,-1,0,unknown,no
31,tech,single,secondary,16,no,no,email,jul,387,1,-1,0,unknown,yes
31,services,single,secondary,0,yes,no,unknown,may,231,2,-1,0,unknown,yes
47,services,single,unknown,1784,no,no,email,oct,385,2,-1,0,unknown,no
46,entrepreneur,married,secondary,757,no,no,unknown,jun,382,3,-1,0,unknown,yes
49,tech,single,primary,1040,no,no,email,jul,474,2,-1,0,unknown,yes
53,retail,married,primary,104,no,yes,unknown,jun,701,1,-1,0,unknown,no
49,tech,single,primary,2146,yes,no,email,may,1516,2,353,2,other,no
31,management,married,tertiary,13,no,no,email,aug,110,5,-1,0,unknown,yes
51,management,married,tertiary,630,yes,no,email,may,138,1,-1,0,unknown,yes
37,construction,single,secondary,3665,no,no,email,aug,664,3,-1,0,unknown,no
57,self-employed,married,secondary,35,no,yes,unknown,jun,215,3,-1,0,unknown,yes
32,tech,single,primary,882,no,yes,email,jul,80,8,-1,0,unknown,yes
40,services,married,secondary,1836,yes,no,email,may,750,2,-1,0,unknown,no
48,tech,married,secondary,480,yes,no,email,may,830,1,352,2,failure,no
41,education,married,secondary,0,no,no,unknown,jun,89,1,-1,0,unknown,yes
78,retail,married,secondary,499,no,no,phone,mar,80,4,-1,0,unknown,yes
59,tech,married,secondary,0,yes,no,unknown,may,226,1,-1,0,unknown,yes
29,education,single,secondary,-194,yes,no,email,may,127,1,-1,0,unknown,yes
49,services,married,secondary,47,no,no,unknown,may,234,2,-1,0,unknown,yes
28,services,single,secondary,168,no,no,email,jun,347,3,140,2,success,no
54,retired,married,secondary,3671,no,no,unknown,jun,67,3,-1,0,unknown,yes
52,construction,married,tertiary,2557,no,no,email,jan,134,5,204,2,success,no
62,retired,divorced,tertiary,0,no,no,email,nov,227,2,-1,0,unknown,no
31,management,married,secondary,466,yes,no,email,may,164,1,-1,0,unknown,yes
46,management,single,tertiary,2154,yes,no,email,jul,87,4,-1,0,unknown,yes
27,management,single,tertiary,390,no,no,email,oct,190,1,82,1,success,yes
34,tech,single,tertiary,1011,yes,no,unknown,may,136,1,-1,0,unknown,yes
26,construction,married,secondary,18,yes,yes,email,may,138,1,-1,0,unknown,yes
37,management,married,tertiary,5355,no,no,phone,feb,466,4,-1,0,unknown,no
39,management,married,tertiary,763,yes,no,email,may,877,7,300,2,other,no
32,education,single,secondary,620,yes,no,unknown,may,1234,3,-1,0,unknown,no
48,retired,married,primary,5173,yes,no,unknown,jun,88,8,-1,0,unknown,yes
32,management,married,tertiary,2349,no,no,email,aug,134,5,-1,0,unknown,yes
49,unemployed,divorced,tertiary,780,no,no,email,nov,148,1,871,2,failure,yes
36,construction,married,secondary,300,no,no,unknown,jun,287,1,-1,0,unknown,yes
47,tech,married,secondary,1230,yes,no,email,apr,412,1,169,1,success,no
35,tech,married,primary,46,no,no,email,jul,338,3,-1,0,unknown,yes
41,education,married,tertiary,1536,no,no,email,may,54,2,-1,0,unknown,yes
35,unemployed,married,secondary,978,no,no,email,dec,1370,3,209,3,success,no
27,education,married,secondary,132,no,no,email,oct,123,2,-1,0,unknown,yes
46,management,married,tertiary,273,yes,no,email,mar,910,2,184,4,success,no
42,education,single,secondary,-247,yes,yes,phone,oct,519,1,166,1,other,no
28,management,single,tertiary,80,no,no,email,oct,676,2,146,2,failure,no
33,management,married,tertiary,273,yes,no,unknown,may,803,1,-1,0,unknown,no
25,management,married,tertiary,-242,yes,yes,email,may,600,4,332,4,other,no
31,management,married,tertiary,2603,yes,no,email,feb,280,4,-1,0,unknown,no
37,management,married,tertiary,4089,yes,no,email,feb,289,2,174,4,other,no
50,unknown,married,unknown,558,no,no,email,jul,464,1,683,6,failure,no
37,services,single,secondary,21,yes,no,email,feb,96,1,271,2,other,yes
33,unemployed,divorced,secondary,385,no,no,phone,aug,29,28,-1,0,unknown,yes
32,services,married,secondary,38,yes,no,email,may,744,1,-1,0,unknown,no
64,retired,married,tertiary,846,no,no,email,feb,671,1,181,3,failure,no
35,education,married,secondary,0,yes,no,email,may,121,2,-1,0,unknown,yes
49,education,married,secondary,3608,yes,no,unknown,nov,231,1,-1,0,unknown,no
26,construction,single,secondary,668,yes,no,unknown,may,576,3,-1,0,unknown,no
36,management,married,tertiary,1482,no,no,phone,feb,26,2,197,1,failure,yes
40,management,married,tertiary,194,no,yes,email,aug,189,2,-1,0,unknown,yes
37,construction,married,tertiary,6968,no,no,email,jun,174,1,-1,0,unknown,yes
38,management,single,tertiary,623,no,no,email,jun,297,4,144,4,other,no
36,management,married,tertiary,1582,no,no,phone,feb,26,2,197,1,failure,yes
59,retail,married,primary,235,no,no,email,aug,119,2,-1,0,unknown,yes
36,services,single,secondary,760,no,no,unknown,jun,9,13,-1,0,unknown,yes
20,student,single,secondary,502,no,no,email,apr,261,1,-1,0,unknown,no
39,management,single,tertiary,0,yes,no,email,apr,81,2,-1,0,unknown,yes
43,entrepreneur,married,unknown,7,no,no,email,nov,68,1,-1,0,unknown,yes
56,education,divorced,secondary,-435,yes,yes,unknown,may,185,2,-1,0,unknown,yes
49,tech,divorced,primary,15,yes,no,unknown,may,550,7,-1,0,unknown,yes
26,education,single,secondary,3529,no,yes,email,sep,57,2,-1,0,unknown,yes
32,services,married,primary,228,yes,no,email,jul,1017,6,-1,0,unknown,no
29,management,single,tertiary,437,no,no,email,aug,504,1,92,1,success,no
33,management,divorced,tertiary,0,no,no,email,aug,305,2,-1,0,unknown,yes
32,tech,single,secondary,-255,no,yes,unknown,jul,957,3,-1,0,unknown,yes
28,education,single,secondary,4745,no,no,phone,may,360,1,181,5,success,no
34,construction,married,secondary,0,yes,no,email,aug,116,4,-1,0,unknown,yes
33,construction,single,secondary,647,yes,yes,email,feb,124,1,273,1,other,yes
24,services,married,tertiary,0,yes,no,unknown,may,299,1,-1,0,unknown,yes
57,tech,married,secondary,2887,no,no,email,aug,819,10,-1,0,unknown,no
42,management,single,secondary,9720,no,no,email,aug,81,2,-1,0,unknown,yes
32,tech,married,secondary,-32,yes,no,email,may,145,1,-1,0,unknown,yes
37,construction,single,secondary,2442,no,no,email,feb,91,3,-1,0,unknown,no
33,services,married,secondary,804,yes,yes,unknown,may,266,1,-1,0,unknown,yes
49,entrepreneur,married,primary,199,no,no,unknown,may,113,2,-1,0,unknown,yes
36,tech,married,primary,1925,yes,no,email,apr,904,2,-1,0,unknown,no
37,tech,single,secondary,48,no,no,email,may,140,2,-1,0,unknown,yes
52,management,divorced,tertiary,50,yes,no,unknown,jun,84,3,-1,0,unknown,yes
47,education,married,secondary,3676,no,no,email,oct,567,1,95,3,success,no
42,tech,married,unknown,-406,yes,no,email,jul,152,5,-1,0,unknown,yes
40,self-employed,married,secondary,1516,yes,yes,unknown,may,373,1,-1,0,unknown,yes
47,self-employed,married,tertiary,4543,yes,no,unknown,may,162,1,-1,0,unknown,yes
56,unemployed,married,primary,3391,no,no,email,apr,243,1,-1,0,unknown,no
68,retired,married,secondary,19317,yes,no,email,aug,249,1,-1,0,unknown,no
84,retired,divorced,primary,639,no,no,phone,may,353,3,-1,0,unknown,no
54,retired,divorced,tertiary,6102,yes,yes,unknown,may,86,6,-1,0,unknown,yes
41,student,married,secondary,1309,no,no,unknown,jun,28,4,-1,0,unknown,yes
58,retired,married,secondary,764,no,no,email,aug,219,4,-1,0,unknown,yes
41,education,single,secondary,1020,yes,no,unknown,may,882,1,-1,0,unknown,no
47,services,divorced,secondary,691,no,no,email,feb,285,6,-1,0,unknown,yes
31,management,married,tertiary,1331,no,no,email,apr,297,1,86,3,success,no
64,retired,married,secondary,1574,no,no,phone,jul,301,3,-1,0,unknown,no
34,education,married,tertiary,69,no,yes,email,aug,120,3,1,6,success,no
35,management,married,secondary,724,yes,no,email,jul,287,2,415,1,failure,no
38,unemployed,married,secondary,-673,yes,no,unknown,may,364,1,-1,0,unknown,yes
41,tech,married,primary,-204,yes,yes,unknown,jun,42,1,-1,0,unknown,yes
40,self-employed,married,tertiary,1603,no,no,unknown,jun,279,1,-1,0,unknown,yes
33,tech,divorced,secondary,474,no,no,email,jul,400,2,-1,0,unknown,yes
